county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Douglas,e659cc58c4796e5de29474e1072ce226667a6da21ad11a07d66ad93c47f12c37,11152,1186,19855,25,32218,Douglase659cc58c4796e5de29474e1072ce226667a6da21ad11a07d66ad93c47f12c37
Fulton,e659cc58c4796e5de29474e1072ce226667a6da21ad11a07d66ad93c47f12c37,8561,862,24409,49,33881,Fultone659cc58c4796e5de29474e1072ce226667a6da21ad11a07d66ad93c47f12c37
Fulton,624c9d88da36a1a45e814440aed510fc27de6667bfe012c9d067a2ba2af7936e,32864,2288,31286,260,66698,Fulton624c9d88da36a1a45e814440aed510fc27de6667bfe012c9d067a2ba2af7936e
Cobb,f2aec564723321df850ac8367b32187181f99c61102ebf370301e778d18809e5,36173,4419,29924,72,70588,Cobbf2aec564723321df850ac8367b32187181f99c61102ebf370301e778d18809e5
Cobb,001109651dac646ee35bbb8e46760c8fd41863e6a8b5221911e06523d329346e,4871,824,4277,15,9987,Cobb001109651dac646ee35bbb8e46760c8fd41863e6a8b5221911e06523d329346e
Fulton,001109651dac646ee35bbb8e46760c8fd41863e6a8b5221911e06523d329346e,2891,263,3117,7,6278,Fulton001109651dac646ee35bbb8e46760c8fd41863e6a8b5221911e06523d329346e
Cobb,abecdfc6c5432645c4686515921e48bf25857612da80a5e9c99a1cd45dd9e122,7975,959,10846,30,19810,Cobbabecdfc6c5432645c4686515921e48bf25857612da80a5e9c99a1cd45dd9e122
Fulton,abecdfc6c5432645c4686515921e48bf25857612da80a5e9c99a1cd45dd9e122,12552,1792,25312,76,39732,Fultonabecdfc6c5432645c4686515921e48bf25857612da80a5e9c99a1cd45dd9e122
Fulton,9dd4190e9efbaf30cca22f5ca0b1df40619e5fd4802f96a840d9ea9f2778bddd,26711,2472,37671,187,67041,Fulton9dd4190e9efbaf30cca22f5ca0b1df40619e5fd4802f96a840d9ea9f2778bddd
DeKalb,4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727,13759,2287,15682,19,31747,DeKalb4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727
Fulton,4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727,1386,295,2193,0,3874,Fulton4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727
Gwinnett,4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727,4274,656,1488,11,6429,Gwinnett4feb9398a89b957e69b4d963f8b320e68feb8ea3698ca0df6750d5f2fe123727
DeKalb,d568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb,9562,1431,14817,32,25842,DeKalbd568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb
Fulton,d568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb,494,135,1128,3,1760,Fultond568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb
Gwinnett,d568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb,3079,292,1792,20,5183,Gwinnettd568aa66c05bc07a59421b18653cfe1a9b1dc8fb3e672202fbecc068c56065eb
DeKalb,080d771436aaf096f46596fc022609ee66f721f5bfcb7a68c0ff9005594dfe7f,16148,1697,23815,68,41728,DeKalb080d771436aaf096f46596fc022609ee66f721f5bfcb7a68c0ff9005594dfe7f
Gwinnett,080d771436aaf096f46596fc022609ee66f721f5bfcb7a68c0ff9005594dfe7f,5518,488,4825,20,10851,Gwinnett080d771436aaf096f46596fc022609ee66f721f5bfcb7a68c0ff9005594dfe7f
DeKalb,64d5fd62bb29eef9a4c2840503be2f519eb9f9d3353624ea27a1d22a38485210,9711,1271,7696,9,18687,DeKalb64d5fd62bb29eef9a4c2840503be2f519eb9f9d3353624ea27a1d22a38485210
DeKalb,6922022d4d52efc209e27a7277c2c1cf206148887aee0c6366d00d8fd0d3157d,24373,3701,34034,38,62146,DeKalb6922022d4d52efc209e27a7277c2c1cf206148887aee0c6366d00d8fd0d3157d
DeKalb,33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581,421,78,555,0,1054,DeKalb33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581
Newton,33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581,4447,526,4662,1,9636,Newton33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581
Rockdale,33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581,2776,534,7171,4,10485,Rockdale33094e5fbd99e1230f05e153e947cc0126286c535ab99bbbfd28b277edda7581
DeKalb,c1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe,5786,588,10923,8,17305,DeKalbc1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe
Newton,c1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe,6219,681,8611,2,15513,Newtonc1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe
Rockdale,c1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe,4802,579,12219,18,17618,Rockdalec1b32a665ce73e38c950d308899fa457268bd912951c20ca8f6f51c2c16effbe
Clayton,95c5f7d7302ed9d371c123cba45b80fd2014a963757ba839d3170b78e61fdea0,13941,1311,28059,49,43360,Clayton95c5f7d7302ed9d371c123cba45b80fd2014a963757ba839d3170b78e61fdea0
DeKalb,95c5f7d7302ed9d371c123cba45b80fd2014a963757ba839d3170b78e61fdea0,8628,801,13242,19,22690,DeKalb95c5f7d7302ed9d371c123cba45b80fd2014a963757ba839d3170b78e61fdea0
Gwinnett,0e788d23101de15e031dbe739cb1a35f5367dfa9473c640dd73081a6d90eca6b,31823,3529,28506,201,64059,Gwinnett0e788d23101de15e031dbe739cb1a35f5367dfa9473c640dd73081a6d90eca6b
Clarke,1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488,7394,1002,8487,19,16902,Clarke1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488
Oconee,1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488,6520,664,9540,8,16732,Oconee1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488
Walton,1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488,14634,1195,13087,15,28931,Walton1c9d565d910ecdf18ee8c7397e0a1e65c66459848a02c43810e9938ee9021488
Barrow,5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97,10745,931,12850,1,24527,Barrow5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97
Clarke,5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97,4929,610,4665,13,10217,Clarke5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97
Jackson,5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97,4831,373,7771,14,12989,Jackson5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97
Madison,5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97,4491,404,5203,6,10104,Madison5d684b68e40441bc5c694a571ba76546548ef2410cd602c16d7fec59f2703a97
Fulton,542ee52ced59dae3f98fed9b30af2266b93f872baddeeb1c1acf9c1e95234a5a,5735,1273,12535,26,19569,Fulton542ee52ced59dae3f98fed9b30af2266b93f872baddeeb1c1acf9c1e95234a5a
Gwinnett,542ee52ced59dae3f98fed9b30af2266b93f872baddeeb1c1acf9c1e95234a5a,17019,2307,12591,60,31977,Gwinnett542ee52ced59dae3f98fed9b30af2266b93f872baddeeb1c1acf9c1e95234a5a
Hall,29e52700d272a5f4260246dbddf876b511fbcdb8fa36450d5fd06a6406b0f6d3,27428,2827,28939,48,59242,Hall29e52700d272a5f4260246dbddf876b511fbcdb8fa36450d5fd06a6406b0f6d3
Banks,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,3186,187,2893,1,6267,Banks7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Franklin,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,3651,336,3540,0,7527,Franklin7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Habersham,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,2870,773,10340,3,13986,Habersham7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Hall,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,866,51,461,0,1378,Hall7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Jackson,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,3952,310,6838,19,11119,Jackson7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Rabun,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,1179,730,4727,0,6636,Rabun7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Stephens,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,1780,550,6331,3,8664,Stephens7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Towns,7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d,1527,301,3766,9,5603,Towns7e09a665c485ae7b187eb19f64751ac7ff699d508048dab9ebbdeb2be342e30d
Dawson,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,2667,434,7175,15,10291,Dawson321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Fannin,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,4355,623,4883,6,9867,Fannin321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Forsyth,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,275,15,661,0,951,Forsyth321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Gilmer,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,4456,528,5603,9,10596,Gilmer321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Lumpkin,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,2533,425,7569,5,10532,Lumpkin321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Pickens,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,2629,155,4637,1,7422,Pickens321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Union,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,3537,518,6478,3,10536,Union321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
White,321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364,4401,513,5618,10,10542,White321ff10a718e05d5e650b067c3292d2b54fbf77d3e6ddce95d17b46e01d58364
Bartow,4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434,7325,456,6214,3,13998,Bartow4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434
Chattooga,4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434,388,13,262,0,663,Chattooga4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434
Floyd,4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434,12087,1041,15850,88,29066,Floyd4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434
Gordon,4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434,3845,300,4939,9,9093,Gordon4559548d1eded867567bb46fc5309881a081b8a0000195ca893154168d46e434
Catoosa,0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3,7936,551,14617,13,23117,Catoosa0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3
Chattooga,0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3,2926,173,3316,5,6420,Chattooga0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3
Dade,0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3,2705,117,2416,2,5240,Dade0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3
Walker,0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3,8201,764,11395,11,20371,Walker0fb5fb0bef2c11f5663225cd5b45e9cf98542b96ef7313effc8a9482b515a5e3
Gordon,15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497,3648,165,2724,9,6546,Gordon15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497
Murray,15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497,5368,290,4698,0,10356,Murray15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497
Pickens,15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497,2034,55,2399,1,4489,Pickens15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497
Whitfield,15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497,13386,958,11144,29,25517,Whitfield15e5d1e07f3dca7f9b7f9180e57b85bf156c5c1ea249a3d7419b01585b5c7497
DeKalb,40bde1224557458c62bbc683dd05286dacc1009fe6a723039658d85dd287de13,838,112,1106,4,2060,DeKalb40bde1224557458c62bbc683dd05286dacc1009fe6a723039658d85dd287de13
Gwinnett,40bde1224557458c62bbc683dd05286dacc1009fe6a723039658d85dd287de13,7071,1180,7352,23,15626,Gwinnett40bde1224557458c62bbc683dd05286dacc1009fe6a723039658d85dd287de13
DeKalb,f921f7a6394d45c714531385b35a8687da9d7dcd0b9a4bfac21816d99884f773,10787,1057,21744,12,33600,DeKalbf921f7a6394d45c714531385b35a8687da9d7dcd0b9a4bfac21816d99884f773
Gwinnett,f921f7a6394d45c714531385b35a8687da9d7dcd0b9a4bfac21816d99884f773,11212,979,16020,96,28307,Gwinnettf921f7a6394d45c714531385b35a8687da9d7dcd0b9a4bfac21816d99884f773
Cherokee,c55376e8c77693d93091b4ac3886dbb3e3236ff03440d658d7932a7bdd16aa67,1008,225,1489,1,2723,Cherokeec55376e8c77693d93091b4ac3886dbb3e3236ff03440d658d7932a7bdd16aa67
Fulton,c55376e8c77693d93091b4ac3886dbb3e3236ff03440d658d7932a7bdd16aa67,14497,2939,28995,48,46479,Fultonc55376e8c77693d93091b4ac3886dbb3e3236ff03440d658d7932a7bdd16aa67
Cherokee,9598d064106db853c6bd6d4f1160ca151c1e688203d02f6afa13baf7b098c45e,422,100,671,0,1193,Cherokee9598d064106db853c6bd6d4f1160ca151c1e688203d02f6afa13baf7b098c45e
Fulton,9598d064106db853c6bd6d4f1160ca151c1e688203d02f6afa13baf7b098c45e,8939,1531,21250,56,31776,Fulton9598d064106db853c6bd6d4f1160ca151c1e688203d02f6afa13baf7b098c45e
Dade,0f2b861e91f3a7215c5de93d44c97ae57229e1848b4ef3c1adb9a8548ca69b1e,2665,117,2366,2,5150,Dade0f2b861e91f3a7215c5de93d44c97ae57229e1848b4ef3c1adb9a8548ca69b1e
Walker,0f2b861e91f3a7215c5de93d44c97ae57229e1848b4ef3c1adb9a8548ca69b1e,4665,434,5531,6,10636,Walker0f2b861e91f3a7215c5de93d44c97ae57229e1848b4ef3c1adb9a8548ca69b1e
Catoosa,d9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0,1697,66,2217,2,3982,Catoosad9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0
Walker,d9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0,3577,352,5979,4,9912,Walkerd9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0
Whitfield,d9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0,2253,146,1644,1,4044,Whitfieldd9639e926b51c1f5c0c86116057def299f0bc852c72fdecdca219558cc234bf0
Catoosa,d38c04ee1231a32454561b026e3fac01c0557b9f1a6b5787208bd58bcc5ac25a,6218,485,12360,8,19071,Catoosad38c04ee1231a32454561b026e3fac01c0557b9f1a6b5787208bd58bcc5ac25a
Whitfield,3d33b42dc74ea61eb63587eedb1efc1ffc21d5ac06ebf7bb333e6b2854a4b876,5883,479,4957,16,11335,Whitfield3d33b42dc74ea61eb63587eedb1efc1ffc21d5ac06ebf7bb333e6b2854a4b876
Gordon,4753034fb70e5c612fb8bb73aac5d33a55db4095a68d2f81fe723e87b45de307,6111,402,6937,13,13463,Gordon4753034fb70e5c612fb8bb73aac5d33a55db4095a68d2f81fe723e87b45de307
Murray,4753034fb70e5c612fb8bb73aac5d33a55db4095a68d2f81fe723e87b45de307,786,31,533,0,1350,Murray4753034fb70e5c612fb8bb73aac5d33a55db4095a68d2f81fe723e87b45de307
Murray,5a2ec6b01ff77a4a6cc3c12e1f881f3461a746c135b9884dd7c92b5cf9b70c9d,2543,114,1983,0,4640,Murray5a2ec6b01ff77a4a6cc3c12e1f881f3461a746c135b9884dd7c92b5cf9b70c9d
Whitfield,5a2ec6b01ff77a4a6cc3c12e1f881f3461a746c135b9884dd7c92b5cf9b70c9d,5203,335,4466,10,10014,Whitfield5a2ec6b01ff77a4a6cc3c12e1f881f3461a746c135b9884dd7c92b5cf9b70c9d
Dawson,6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1,462,88,783,0,1333,Dawson6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1
Fannin,6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1,4258,625,4839,6,9728,Fannin6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1
Gilmer,6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1,4452,531,5613,9,10605,Gilmer6b91ba9d5b9e3e99402a6b21c8762d70a9608f0386a0351ad55c1d06ec9f53b1
Rabun,f98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c,1194,747,4738,0,6679,Rabunf98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c
Towns,f98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c,1525,306,3759,10,5600,Townsf98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c
Union,f98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c,3418,505,6322,3,10248,Unionf98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c
White,f98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c,1049,97,1150,1,2297,Whitef98f74a6f091a4b6b3b42337bfe55c758bcd5494ec6b12badd840986f1e9133c
Dawson,75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320,2202,344,6425,15,8986,Dawson75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320
Forsyth,75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320,436,44,1141,1,1622,Forsyth75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320
Lumpkin,75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320,2533,442,7704,6,10685,Lumpkin75a2766554ed28e13e2ce1362574a1f51888368632fbf0c95dd7c7d58ec1c320
Habersham,4288a7a9d286d23d639a453d6f35a12aaaa8013dab6870fbc0be562cb9e42cbf,2280,626,7835,1,10742,Habersham4288a7a9d286d23d639a453d6f35a12aaaa8013dab6870fbc0be562cb9e42cbf
White,4288a7a9d286d23d639a453d6f35a12aaaa8013dab6870fbc0be562cb9e42cbf,2960,394,4063,9,7426,White4288a7a9d286d23d639a453d6f35a12aaaa8013dab6870fbc0be562cb9e42cbf
Gordon,7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4,1468,78,904,3,2453,Gordon7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4
Murray,7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4,1778,126,1938,0,3842,Murray7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4
Pickens,7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4,4553,218,6934,0,11705,Pickens7cf9472fd30dd5c49220366aeee5d99ce27e7c3bd310c72320bbc1013bb163b4
Gordon,7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659,252,11,160,1,424,Gordon7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659
Murray,7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659,514,52,500,0,1066,Murray7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659
Pickens,7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659,624,54,1143,2,1823,Pickens7af4d57af270d80d789a427ed1ecef7e7ceba7a89301e37b60a518d1d50cd659
Chattooga,f14f373f607c7e77aee9dd2e44e546afac9382d867a1fd50933292d1eea45389,3335,184,3571,4,7094,Chattoogaf14f373f607c7e77aee9dd2e44e546afac9382d867a1fd50933292d1eea45389
Floyd,f14f373f607c7e77aee9dd2e44e546afac9382d867a1fd50933292d1eea45389,4331,230,4195,30,8786,Floydf14f373f607c7e77aee9dd2e44e546afac9382d867a1fd50933292d1eea45389
Floyd,c06d0d2124ecd7c3b83ab35ae4527574082dc76952dbf43969936323fee5515a,5494,631,8325,26,14476,Floydc06d0d2124ecd7c3b83ab35ae4527574082dc76952dbf43969936323fee5515a
Bartow,b969dd6f1ae2b6b46f95fb0d0c88c629f149acaa934006b0d3ee4d368fd12fff,7499,444,5219,4,13166,Bartowb969dd6f1ae2b6b46f95fb0d0c88c629f149acaa934006b0d3ee4d368fd12fff
Floyd,b969dd6f1ae2b6b46f95fb0d0c88c629f149acaa934006b0d3ee4d368fd12fff,2211,159,3110,31,5511,Floydb969dd6f1ae2b6b46f95fb0d0c88c629f149acaa934006b0d3ee4d368fd12fff
Bartow,8602eea4bdfb299cb50dbdd20ee03be13ba32a6857d67dd2b1f6590c5095dc64,6961,610,7604,7,15182,Bartow8602eea4bdfb299cb50dbdd20ee03be13ba32a6857d67dd2b1f6590c5095dc64
Bartow,174962120ed1e5e93f66970069db031211f9b9dcf334dc7d91e8350b4fd8ce3b,2320,237,2287,5,4849,Bartow174962120ed1e5e93f66970069db031211f9b9dcf334dc7d91e8350b4fd8ce3b
Bartow,1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd,1979,73,1073,1,3126,Bartow1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd
Haralson,1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd,1055,56,657,0,1768,Haralson1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd
Polk,1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd,3969,407,8019,7,12402,Polk1426432e342da06db6bf16c319616abe91703e3064eeae40d05b6faf1160fffd
Paulding,9de252561eec8c80c766c4c1d0c4b11b8f82216599afb110d721fbccd89197f2,5960,929,13521,5,20415,Paulding9de252561eec8c80c766c4c1d0c4b11b8f82216599afb110d721fbccd89197f2
Carroll,2871ea6eb8e9e685688b38d41388bf379253e8e6d4deeccd00a5e05b1cc22dc2,3370,254,4583,11,8218,Carroll2871ea6eb8e9e685688b38d41388bf379253e8e6d4deeccd00a5e05b1cc22dc2
Haralson,2871ea6eb8e9e685688b38d41388bf379253e8e6d4deeccd00a5e05b1cc22dc2,3959,322,3968,7,8256,Haralson2871ea6eb8e9e685688b38d41388bf379253e8e6d4deeccd00a5e05b1cc22dc2
Paulding,3c9814f830d47593bc19d9c57b0c37e98c44d8f84ecb397580070b9bbfdfc3df,5866,979,12953,4,19802,Paulding3c9814f830d47593bc19d9c57b0c37e98c44d8f84ecb397580070b9bbfdfc3df
Cherokee,e6046ecf48ccae89487c9917782f3e3fa0e3677bb0936b80185f10b17c4f8d02,9830,1092,12618,3,23543,Cherokeee6046ecf48ccae89487c9917782f3e3fa0e3677bb0936b80185f10b17c4f8d02
Cherokee,70e332310c90cf6bee97561816cf2d8bfd1daad26561c5ea39465dee629a3322,9492,1056,13413,6,23967,Cherokee70e332310c90cf6bee97561816cf2d8bfd1daad26561c5ea39465dee629a3322
Cherokee,a5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047,6369,734,10524,1,17628,Cherokeea5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047
Forsyth,a5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047,2010,238,4312,4,6564,Forsytha5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047
Fulton,a5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047,579,41,982,0,1602,Fultona5a373b9aa1ba5f0d11ba30bb153846f27bde45bca1fc3ee1b549580ceaad047
Cherokee,2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a,890,133,1446,0,2469,Cherokee2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a
Forsyth,2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a,879,103,1481,1,2464,Forsyth2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a
Fulton,2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a,67,11,204,1,283,Fulton2382ade9e3a01dfa905515b60227cfefc4e941028591ed83a716098c6256870a
Cherokee,f7860a403ba6dbbbf5fe036163f5ed8880b67d086faf8dcc60b7ba9e774aabff,9164,813,10963,4,20944,Cherokeef7860a403ba6dbbbf5fe036163f5ed8880b67d086faf8dcc60b7ba9e774aabff
Forsyth,001f230e9ff2a962e3191fb08e98189db371338a46a2bc31d493c0445fe146c2,6169,860,18959,8,25996,Forsyth001f230e9ff2a962e3191fb08e98189db371338a46a2bc31d493c0445fe146c2
Forsyth,f0bba45b4bb0c636efc15fee7e51e19b4942285845281896a3d932277b494ebf,5630,1130,16764,5,23529,Forsythf0bba45b4bb0c636efc15fee7e51e19b4942285845281896a3d932277b494ebf
Fulton,f0bba45b4bb0c636efc15fee7e51e19b4942285845281896a3d932277b494ebf,609,274,1749,1,2633,Fultonf0bba45b4bb0c636efc15fee7e51e19b4942285845281896a3d932277b494ebf
