county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Worth,354e279fb5421e120f1a02b4fdbc0776b5d0ad3c04ebcbaa646d586eb899468c,54,11,42,1,108,Worth354e279fb5421e120f1a02b4fdbc0776b5d0ad3c04ebcbaa646d586eb899468c
Appling,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2793,360,2015,2,5170,Applingfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Atkinson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,738,61,874,5,1678,Atkinsonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bacon,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1033,129,1880,4,3046,Baconfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Baker,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,388,75,299,1,763,Bakerfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Baldwin,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2924,364,4506,2,7796,Baldwinfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Banks,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2819,182,2703,1,5705,Banksfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Barrow,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,8546,770,10965,0,20281,Barrowfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bartow,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,14515,1066,12474,18,28073,Bartowfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Ben Hill,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,873,122,2589,5,3589,Ben Hillfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Berrien,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2203,276,2568,14,5061,Berrienfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bibb,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,13342,1600,10612,47,25601,Bibbfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bleckley,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1518,133,2045,2,3698,Bleckleyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Brantley,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2160,188,2491,5,4844,Brantleyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Brooks,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1634,174,1637,20,3465,Brooksfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bryan,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3887,310,6284,7,10488,Bryanfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Bulloch,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,7496,627,7374,33,15530,Bullochfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Burke,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2206,278,1964,0,4448,Burkefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Butts,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1653,195,4472,0,6320,Buttsfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Calhoun,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,469,48,345,0,862,Calhounfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Camden,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4420,634,6388,12,11454,Camdenfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Candler,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,580,88,1917,3,2588,Candlerfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Carroll,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,12468,905,15622,48,29043,Carrollfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Catoosa,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6201,472,12201,14,18888,Catoosafdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Charlton,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1016,150,1319,4,2489,Charltonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Chatham,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,32859,2214,14620,47,49740,Chathamfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Chattahoochee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,390,36,269,5,700,Chattahoocheefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Chattooga,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2697,147,2981,2,5827,Chattoogafdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Cherokee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,31598,3775,44777,16,80166,Cherokeefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Clarke,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6969,1128,7407,25,15529,Clarkefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Clay,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,172,34,352,2,560,Clayfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Clayton,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4781,994,9124,19,14918,Claytonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Clinch,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,602,59,885,3,1549,Clinchfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Cobb,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,88936,14208,65847,278,169269,Cobbfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Coffee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2814,313,5756,0,8883,Coffeefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Colquitt,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4838,285,4491,4,9618,Colquittfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Columbia,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,17265,1955,23652,19,42891,Columbiafdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Cook,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1545,156,2344,0,4045,Cookfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Coweta,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,18594,1993,21374,11,41972,Cowetafdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Crawford,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1526,164,1801,3,3494,Crawfordfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Crisp,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1369,214,2955,8,4546,Crispfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Dade,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2241,114,2091,2,4448,Dadefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Dawson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2303,422,6574,15,9314,Dawsonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Decatur,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2054,281,3248,10,5593,Decaturfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
DeKalb,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,31038,5202,34682,72,70994,DeKalbfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Dodge,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2541,238,1987,0,4766,Dodgefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Dooly,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,851,81,1082,8,2022,Doolyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Dougherty,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6214,599,4227,8,11048,Doughertyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Douglas,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,7674,1253,16163,12,25102,Douglasfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Early,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1071,136,1308,0,2515,Earlyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Echols,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,331,37,506,0,874,Echolsfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Effingham,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,7840,438,9103,8,17389,Effinghamfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Elbert,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1799,278,2859,24,4960,Elbertfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Emanuel,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2633,222,2202,5,5062,Emanuelfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Evans,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,671,131,1593,0,2395,Evansfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Fannin,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3908,596,4332,5,8841,Fanninfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Fayette,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,11324,1787,23237,8,36356,Fayettefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Floyd,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,9566,836,13010,68,23480,Floydfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Forsyth,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,17966,2716,50127,24,70833,Forsythfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Franklin,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3016,323,3149,0,6488,Franklinfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Fulton,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,53088,9537,88803,261,151689,Fultonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Gilmer,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3990,503,5009,6,9508,Gilmerfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Glascock,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,475,57,569,0,1101,Glascockfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Glynn,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,8677,859,11324,27,20887,Glynnfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Gordon,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6626,424,7026,16,14092,Gordonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Grady,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2348,176,3006,4,5534,Gradyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Greene,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1487,296,3950,2,5735,Greenefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Gwinnett,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,76444,11254,66352,522,154572,Gwinnettfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Habersham,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2388,733,9369,3,12493,Habershamfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Hall,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,22804,2504,24778,38,50124,Hallfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Hancock,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,434,54,455,3,946,Hancockfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Haralson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4323,344,4162,4,8833,Haralsonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Harris,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4915,482,6210,1,11608,Harrisfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Hart,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2804,298,3601,0,6703,Hartfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Heard,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1683,189,1226,1,3099,Heardfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Henry,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,11605,1865,31697,67,45234,Henryfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Houston,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,10594,1571,23069,55,35289,Houstonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Irwin,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1207,80,1289,5,2581,Irwinfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jackson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,7496,631,12808,30,20965,Jacksonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jasper,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1593,221,2360,6,4180,Jasperfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jeff Davis,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1633,155,1926,2,3716,Jeff Davisfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jefferson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1485,169,1380,6,3040,Jeffersonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jenkins,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,701,93,1030,2,1826,Jenkinsfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Johnson,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,910,140,1323,0,2373,Johnsonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Jones,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3012,415,4697,1,8125,Jonesfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lamar,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1881,212,2829,7,4929,Lamarfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lanier,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,731,45,1016,0,1792,Lanierfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Laurens,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6417,690,5340,2,12449,Laurensfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4767,326,5208,4,10305,Leefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Liberty,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2808,289,3392,8,6497,Libertyfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lincoln,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1040,153,1478,0,2671,Lincolnfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Long,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1272,48,1200,4,2524,Longfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lowndes,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,6290,836,13480,196,20802,Lowndesfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Lumpkin,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2069,398,6724,6,9197,Lumpkinfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Macon,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,587,82,1009,0,1678,Maconfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Madison,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,3861,372,4588,7,8828,Madisonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Marion,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1028,74,743,0,1845,Marionfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
McDuffie,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1821,287,3145,0,5253,McDuffiefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
McIntosh,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1225,391,1798,6,3420,McIntoshfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Meriwether,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2889,213,2054,2,5158,Meriwetherfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Miller,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,701,99,906,3,1709,Millerfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Mitchell,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2007,208,2021,7,4243,Mitchellfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Monroe,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4082,316,4314,7,8719,Monroefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Montgomery,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1500,88,944,0,2532,Montgomeryfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Morgan,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,2444,235,3853,1,6533,Morganfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Murray,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4546,244,4132,0,8922,Murrayfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Muscogee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,13300,1817,12787,36,27940,Muscogeefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Newton,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,10178,1046,9358,2,20584,Newtonfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Oconee,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,5555,609,8177,3,14344,Oconeefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Oglethorpe,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1503,276,2722,1,4502,Oglethorpefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Paulding,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,11839,2129,28994,12,42974,Pauldingfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Peach,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1513,173,3723,10,5419,Peachfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Pickens,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,4138,215,6648,0,11001,Pickensfdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
Pierce,fdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2,1595,291,3931,0,5817,Piercefdb13ab7505be16a2ad25cb94d9a448bbdf35511ddcbc7405d15e2f9bcf8b8f2
